ltable_title,rtable_title,ltable_authors,rtable_authors,ltable_keywords,rtable_keywords,label,_id
stm: an r package for structural topic models,text mining in organizational research,me roberts; bm stewart; d tingley,vb kobayashi; st mol; ha berkers,"Structural Topic Model, Topic Modeling, Text Classifications","text mining, dimensionality reduction, clustering, topic modeling, classification, validation, job analysis",0,1087
automated phrase mining from massive text corpora,the effect of online reviews on product sales: a joint sentiment-topic analysis,j shang; j liu; m jiang; x ren,x li; c wu; f mai,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","eWOM, electronic word-of-mouth, star rating, textual sentiment, topical sentiment, product reviews, sales, joint sentiment-topic analysis, JST, mediation analysis",0,260
text similarity in vector space models: a comparative study,top concerns of tweeters during the covid-19 pandemic: infoveillance study,o shahmirzadi; a lugowski,a abd-alrazaq; d alhuwail; m househ; m hamdi,"text similarity, vector space model, text embedding, patent, big data","coronavirus, COVID-19; SARS-CoV-2 (144); 2019-nCov (8); social media (329); public health (216); Twitter (67); infoveillance (78); infodemiology (134); health informatics (20); disease surveillance (7) ",0,1121
heterogeneous graph attention networks for semi-supervised short text classification,"latent dirichlet allocation (lda) and topic modeling: models, applications, a survey",h linmei; t yang; c shi; h ji; x li,h jelodar; y wang; c yuan; x feng; x jiang,"Heterogeneous Graph Attention Networks, Semi-supervised Short Text Classification","Topic modeling, Latent Dirichlet allocation, Tag recommendation, Semantic web, Gibbs sampling",0,668
public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,"read, watch, listen, and summarize: multi-modal summarization for asynchronous text, image, audio and video",s boon-itt; y skunkan,h li; j zhu; c ma; j zhang,COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,"Summarization, Multimedia, Multi-modal, Cross-modal, Natural language processing, Computer vision",0,918
the utility of topic modelling for discourse studies: a critical evaluation,topic modeling in embedding spaces,g brookes; t mcenery,ab dieng; fjr ruiz; dm blei,"Corpus linguistics, corpus-assisted discourse studies, latent Dirichlet allocation, patient feedback, topic modelling","Embeeding Space, Topic Modeling",0,1175
applications of deep learning in stock market prediction: recent progress,what do hotel customers complain about? text analysis using structural topic model,w jiang,n hu; t zhang; b gao; i bose,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,Online hotel reviews Customer dissatisfaction Structural topic model Text mining Tripadviso,0,138
"real-time crash prediction models: state-of-the-art, design pathways and ubiquitous requirements",cistopic: cis-regulatory topic modeling on single-cell atac-seq data,m hossain; m abdel-aty; ma quddus,c bravo gonzález-blas; l minnoye; d papasokrati,ITS Real-time crash prediction model Design pathway Universal design requirements,"cis-Regulator, topic modeling",0,965
applications of deep learning in stock market prediction: recent progress,policy diffusion: the issue‐definition stage,w jiang,f gilardi; cr shipan; b wüest,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Policy Diffusion, Topic Modeling, Definion Stage",0,141
facebook language predicts depression in medical records,short-text topic modeling via non-negative matrix factorization enriched with local word-context correlations,jc eichstaedt; rj smith,t shi; k kang; j choo; ck reddy,"big data, depression, social media, Facebook, screening","Topic modeling, short texts, non-negative matrix factorization, word embedding",0,570
facebook language predicts depression in medical records,using social media to mine and analyze public opinion related to covid-19 in china,jc eichstaedt; rj smith,x han; j wang; m zhang; x wang,"big data, depression, social media, Facebook, screening",coronavirus; COVID-19; social media; public opinion; China; resource allocation,0,584
facebook language predicts depression in medical records,social media mining for product planning: a product opportunity mining approach based on topic modeling and sentiment analysis,jc eichstaedt; rj smith,b jeong; j yoon; jm lee,"big data, depression, social media, Facebook, screening",Product opportunity New product development Social media mining Opportunity algorithm Topic modeling Sentiment analysis,0,590
applications of deep learning in stock market prediction: recent progress,stm: an r package for structural topic models,w jiang,me roberts; bm stewart; d tingley,Stock market prediction Deep learning Machine learning Feedforward neural network Convolutional neural network Recurrent neural network ,"Structural Topic Model, Topic Modeling, Text Classifications",0,139
policy diffusion: the issue‐definition stage,stm: an r package for structural topic models,f gilardi; cr shipan; b wüest,me roberts; bm stewart; d tingley,"Policy Diffusion, Topic Modeling, Definion Stage","Structural Topic Model, Topic Modeling, Text Classifications",0,894
"sharp nearby, fuzzy far away: how neural language models use context",cistopic: cis-regulatory topic modeling on single-cell atac-seq data,u khandelwal; h he; p qi; d jurafsky,c bravo gonzález-blas; l minnoye; d papasokrati,"Fuzzy, Topic Modelling, Neutral Language Model","cis-Regulator, topic modeling",0,997
aspect-aware latent factor model: rating prediction with ratings and reviews,"sharp nearby, fuzzy far away: how neural language models use context",z cheng; y ding; l zhu; m kankanhalli,u khandelwal; h he; p qi; d jurafsky,"Aspect-aware, Matrix Factorization, Recommendation, Review-aware, Topic Model","Fuzzy, Topic Modelling, Neutral Language Model",0,224
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,detecting latent topics and trends in educational technologies over four decades using structural topic modeling: a retrospective of all volumes of computers …,h jelodar; y wang; r orji,x chen; d zou; g cheng; h xie,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning",Applications in subject areas Data science applications in education,0,410
automated phrase mining from massive text corpora,"multi-co-training for document classification using various document representations: tf–idf, lda, and doc2vec",j shang; j liu; m jiang; x ren,d kim; d seo; s cho; p kang,"Automatic phrase mining, phrase mining, distant training, part-of-speech tag, multiple languages","Document classification, Semi-Supervised Learning, TF–IDF, LDA, Doc2Vec, Co-Training",0,274
"benchmarking zero-shot text classification: datasets, evaluation and entailment approach",public perception of the covid-19 pandemic on twitter: sentiment analysis and topic modeling study,w yin; j hay; d roth,s boon-itt; y skunkan,"Classification, Topic Modelling, Zero-shot text",COVID-19; Twitter; social media; infoveillance; infodemiology; infodemic; data; health informatics; mining; perception; topic modeling,0,298
deep sentiment classification and topic discovery on novel coronavirus or covid-19 online discussions: nlp using lstm recurrent neural network approach,no longer lost in translation: evidence that google translate works for comparative bag-of-words text applications,h jelodar; y wang; r orji,e de vries; m schoonvelde; g schumacher,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","automated content analysis, statistical analysis of texts, bag-of-words models, Google Translate, LDA",0,413
framing covid-19: how we conceptualize and discuss the pandemic on twitter,stock movement prediction from tweets and historical prices,p wicke; mm bolognesi,y xu; sb cohen,"Coronavirus, COVID-19, Natural Language Processing, Topic modeling, Deep Learning","Twitter, Stock Price, Topic Modelling",1,599
